#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Image URL,Image Path,JPG Path
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,pokemon_images\Golett.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F020>
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,pokemon_images\Golurk.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F0B0>
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,pokemon_images\Pawniard.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F140>
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,pokemon_images\Bisharp.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F1D0>
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,pokemon_images\Bouffalant.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F260>
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,pokemon_images\Rufflet.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F2F0>
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,pokemon_images\Braviary.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F380>
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,pokemon_images\Vullaby.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F410>
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,pokemon_images\Mandibuzz.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F4A0>
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,pokemon_images\Heatmor.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F530>
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,pokemon_images\Durant.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F5C0>
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,pokemon_images\Deino.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F650>
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,pokemon_images\Zweilous.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F6E0>
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,pokemon_images\Hydreigon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F770>
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,pokemon_images\Larvesta.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F800>
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,pokemon_images\Volcarona.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F890>
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,pokemon_images\Cobalion.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F920>
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,pokemon_images\Terrakion.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5F9B0>
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,pokemon_images\Virizion.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5FA40>
641,TornadusIncarnate Forme,Flying,,580,79,115,70,125,80,111,5,True,,,
641,TornadusTherian Forme,Flying,,580,79,100,80,110,90,121,5,True,,,
642,ThundurusIncarnate Forme,Electric,Flying,580,79,115,70,125,80,111,5,True,,,
642,ThundurusTherian Forme,Electric,Flying,580,79,105,70,145,80,101,5,True,,,
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,pokemon_images\Reshiram.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5FAD0>
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,pokemon_images\Zekrom.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5FB60>
645,LandorusIncarnate Forme,Ground,Flying,600,89,125,90,115,80,101,5,True,,,
645,LandorusTherian Forme,Ground,Flying,600,89,145,90,105,80,91,5,True,,,
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,pokemon_images\Kyurem.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5FBF0>
646,KyuremBlack Kyurem,Dragon,Ice,700,125,170,100,120,90,95,5,True,,,
646,KyuremWhite Kyurem,Dragon,Ice,700,125,120,90,170,100,95,5,True,,,
647,KeldeoOrdinary Forme,Water,Fighting,580,91,72,90,129,90,108,5,False,,,
647,KeldeoResolute Forme,Water,Fighting,580,91,72,90,129,90,108,5,False,,,
648,MeloettaAria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,False,,,
648,MeloettaPirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,5,False,,,
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,pokemon_images\Genesect.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5FC80>
650,Chespin,Grass,,313,56,61,65,48,45,38,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,pokemon_images\Chespin.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5FD10>
651,Quilladin,Grass,,405,61,78,95,56,58,57,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,pokemon_images\Quilladin.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5FE30>
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,pokemon_images\Chesnaught.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5FEF0>
653,Fennekin,Fire,,307,40,45,40,62,60,60,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,pokemon_images\Fennekin.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED5FFB0>
654,Braixen,Fire,,409,59,59,58,90,70,73,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,pokemon_images\Braixen.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C0E0>
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,pokemon_images\Delphox.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C170>
656,Froakie,Water,,314,41,56,40,62,44,71,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,pokemon_images\Froakie.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C1D0>
657,Frogadier,Water,,405,54,63,52,83,56,97,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,pokemon_images\Frogadier.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C2C0>
658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,pokemon_images\Greninja.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C230>
659,Bunnelby,Normal,,237,38,36,38,32,36,57,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,pokemon_images\Bunnelby.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C320>
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,pokemon_images\Diggersby.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C440>
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,pokemon_images\Fletchling.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C4A0>
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,pokemon_images\Fletchinder.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C590>
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,pokemon_images\Talonflame.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C650>
664,Scatterbug,Bug,,200,38,35,40,27,25,35,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,pokemon_images\Scatterbug.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C740>
665,Spewpa,Bug,,213,45,22,60,27,30,29,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,pokemon_images\Spewpa.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C7A0>
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,pokemon_images\Vivillon.png,<PIL.PngImagePlugin.PngImageFile image mode=RGBA size=96x96 at 0x2861ED8C860>
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,pokemon_images\Litleo.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C8C0>
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,pokemon_images\Pyroar.png,<PIL.PngImagePlugin.PngImageFile image mode=RGBA size=96x96 at 0x2861ED8C980>
669,Flabébé,Fairy,,303,44,38,39,61,79,42,6,False,,,
670,Floette,Fairy,,371,54,45,47,75,98,52,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,pokemon_images\Floette.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8C9E0>
671,Florges,Fairy,,552,78,65,68,112,154,75,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,pokemon_images\Florges.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CAD0>
672,Skiddo,Grass,,350,66,65,48,62,57,52,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,pokemon_images\Skiddo.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CA10>
673,Gogoat,Grass,,531,123,100,62,97,81,68,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,pokemon_images\Gogoat.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CBC0>
674,Pancham,Fighting,,348,67,82,62,46,48,43,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,pokemon_images\Pancham.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CC80>
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,pokemon_images\Pangoro.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CD70>
676,Furfrou,Normal,,472,75,80,60,65,90,102,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,pokemon_images\Furfrou.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CE00>
677,Espurr,Psychic,,355,62,48,54,63,60,68,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,pokemon_images\Espurr.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CDD0>
678,MeowsticMale,Psychic,,466,74,48,76,83,81,104,6,False,,,
678,MeowsticFemale,Psychic,,466,74,48,76,83,81,104,6,False,,,
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,pokemon_images\Honedge.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CEF0>
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,pokemon_images\Doublade.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CE30>
681,AegislashBlade Forme,Steel,Ghost,520,60,150,50,150,50,60,6,False,,,
681,AegislashShield Forme,Steel,Ghost,520,60,50,150,50,150,60,6,False,,,
682,Spritzee,Fairy,,341,78,52,60,63,65,23,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,pokemon_images\Spritzee.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CF50>
683,Aromatisse,Fairy,,462,101,72,72,99,89,29,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,pokemon_images\Aromatisse.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8CFE0>
684,Swirlix,Fairy,,341,62,48,66,59,57,49,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,pokemon_images\Swirlix.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D100>
685,Slurpuff,Fairy,,480,82,80,86,85,75,72,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,pokemon_images\Slurpuff.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D1F0>
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,pokemon_images\Inkay.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D280>
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,pokemon_images\Malamar.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D160>
688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,pokemon_images\Binacle.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D370>
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,pokemon_images\Barbaracle.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D430>
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,pokemon_images\Skrelp.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D490>
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,pokemon_images\Dragalge.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D5B0>
692,Clauncher,Water,,330,50,53,62,58,63,44,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,pokemon_images\Clauncher.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D4F0>
693,Clawitzer,Water,,500,71,73,88,120,89,59,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,pokemon_images\Clawitzer.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D6D0>
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,pokemon_images\Helioptile.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D730>
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,pokemon_images\Heliolisk.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D790>
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,pokemon_images\Tyrunt.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D7F0>
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,pokemon_images\Tyrantrum.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D910>
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,pokemon_images\Amaura.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8D970>
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,pokemon_images\Aurorus.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DA60>
700,Sylveon,Fairy,,525,95,65,65,110,130,60,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,pokemon_images\Sylveon.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DAC0>
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,pokemon_images\Hawlucha.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DBB0>
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,pokemon_images\Dedenne.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DC10>
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,pokemon_images\Carbink.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DD30>
704,Goomy,Dragon,,300,45,50,35,55,75,40,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,pokemon_images\Goomy.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DC70>
705,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,pokemon_images\Sliggoo.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DE50>
706,Goodra,Dragon,,600,90,100,70,110,150,80,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,pokemon_images\Goodra.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DEB0>
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,pokemon_images\Klefki.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DF70>
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,pokemon_images\Phantump.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8DFD0>
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,pokemon_images\Trevenant.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8E0C0>
710,PumpkabooAverage Size,Ghost,Grass,335,49,66,70,44,55,51,6,False,,,
710,PumpkabooSmall Size,Ghost,Grass,335,44,66,70,44,55,56,6,False,,,
710,PumpkabooLarge Size,Ghost,Grass,335,54,66,70,44,55,46,6,False,,,
710,PumpkabooSuper Size,Ghost,Grass,335,59,66,70,44,55,41,6,False,,,
711,GourgeistAverage Size,Ghost,Grass,494,65,90,122,58,75,84,6,False,,,
711,GourgeistSmall Size,Ghost,Grass,494,55,85,122,58,75,99,6,False,,,
711,GourgeistLarge Size,Ghost,Grass,494,75,95,122,58,75,69,6,False,,,
711,GourgeistSuper Size,Ghost,Grass,494,85,100,122,58,75,54,6,False,,,
712,Bergmite,Ice,,304,55,69,85,32,35,28,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,pokemon_images\Bergmite.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8E120>
713,Avalugg,Ice,,514,95,117,184,44,46,28,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,pokemon_images\Avalugg.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8E210>
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,pokemon_images\Noibat.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8E270>
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,pokemon_images\Noivern.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8E2D0>
716,Xerneas,Fairy,,680,126,131,95,131,98,99,6,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,pokemon_images\Xerneas.png,<PIL.PngImagePlugin.PngImageFile image mode=RGBA size=96x96 at 0x2861ED8E3F0>
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,pokemon_images\Yveltal.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8E450>
718,Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,True,,,
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,pokemon_images\Diancie.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8E480>
719,DiancieMega Diancie,Rock,Fairy,700,50,160,110,160,110,110,6,True,,,
720,HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,True,,,
720,HoopaHoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,True,,,
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,pokemon_images\Volcanion.png,<PIL.PngImagePlugin.PngImageFile image mode=P size=96x96 at 0x2861ED8E510>
